aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm
,신공덕래미안3차,2003,,,,"100,000",20,2,2020,,,59.96,16,161,N,,11440,,신공덕동
,탑건진선미,2004,,,,"68,000",14,2,2020,,,84.95,9,506,N,,11440,,망원동
,울트라월드컵(참누리),2006,,,,"79,000",15,2,2020,,,59.9882,12,398,N,,11440,,중동
,상암월드컵파크6단지,2005,,,,"113,000",15,2,2020,,,104.32,8,1689,N,,11440,,상암동
,코오롱,2003,,,,"82,000",7,2,2020,,,59.76,6,573,N,,11440,,연남동
,두레,2004,,,,"70,000",18,2,2020,,,88.11,5,386-9,N,,11440,,합정동
,해오름2차,2007,,,,"57,500",24,2,2020,,,93.99,1,382-3,N,,11440,,망원동
,상암월드컵파크2단지,2003,,,,"70,000",29,2,2020,,,49.8,17,1637,N,,11440,,상암동
,대명,1995,,,,"81,000",25,3,2020,,,84.99,14,259-1,N,,11440,,연남동
,마포래미안푸르지오4단지,2014,,,,"147,500",27,3,2020,,,84.8919,16,777,N,,11440,,아현동
,중동계룡아파트,2000,,,,"70,000",11,3,2020,,,84.6,4,391,N,,11440,,중동
,마포한강푸르지오,2015,,,,"147,000",31,3,2020,,,84.64,21,472,N,,11440,,합정동
,백명TRENDYAPT,2004,,,,"59,000",31,3,2020,,,107.48,5,39-9,N,,11440,,중동
,마포자이2차,2014,,,,"139,000",31,3,2020,,,84.95,1,804,N,,11440,,대흥동
,래미안웰스트림,2016,,,,"135,000",27,3,2020,,,59.96,28,225,N,,11440,,현석동
,마포래미안푸르지오4단지,2014,,20.07.02,O,"147,500",27,3,2020,,,84.8919,16,777,N,,11440,,아현동
,대흥동태영아파트,1999,,,,"125,000",25,3,2020,,,114.93,18,660,N,,11440,,대흥동
,KCC엠파이어리버,2006,,,,"128,500",23,3,2020,,,145.33,9,381-16,N,,11440,,합정동
,대상3,2000,,,,"64,300",15,4,2020,,,84.9,15,491,N,,11440,,망원동
,대림2,2002,,,,"87,500",30,4,2020,,,84.73,11,497,N,,11440,,망원동
,공덕3삼성래미안,2004,,,,"155,000",25,4,2020,,,114.98,15,457,N,,11440,,공덕동
,성산시영(유원),1986,,,,"87,500",7,4,2020,,,59.43,3,446,N,,11440,,성산동
,메세나폴리스,2012,,,,"166,000",27,4,2020,,,122.867,36,490,N,,11440,,서교동
,현대홈타운,2000,,,,"96,000",25,4,2020,,,84.95,4,353,N,,11440,,도화동
,염리삼성래미안,2001,,,,"109,000",24,4,2020,,,84.96,6,520,N,,11440,,염리동
,대림2,2002,,,,"71,500",19,4,2020,,,59.99,11,497,N,,11440,,망원동
,밤섬힐스테이트,1999,,,,"123,500",28,4,2020,,,114.81,20,220,N,,11440,,현석동
,래미안웰스트림,2016,,,,"165,000",23,4,2020,,,84.98,20,225,N,,11440,,현석동
,마포한강아이파크,2019,,,,"123,500",22,5,2020,,,111.2884,5,521,N,,11440,,망원동
,성산시영(선경),1986,,,,"89,900",23,5,2020,,,50.54,9,446,N,,11440,,성산동
,상암월드컵파크6단지,2005,,,,"96,200",4,5,2020,,,84.53,9,1689,N,,11440,,상암동
,상암월드컵파크7단지,2005,,,,"95,000",16,5,2020,,,84.9,4,1660,N,,11440,,상암동
,상암월드컵파크7단지,2005,,,,"94,000",17,5,2020,,,84.74,13,1660,N,,11440,,상암동
,상암월드컵파크9단지,2010,,,,"87,000",29,5,2020,,,84.94,13,1752,N,,11440,,상암동
,마포트라팰리스2차,2008,,,,"105,000",29,5,2020,,,104.89,11,738,N,,11440,,아현동
,메세나폴리스,2012,,,,"167,000",30,5,2020,,,122.867,30,490,N,,11440,,서교동
,상암월드컵파크9단지,2010,,,,"80,000",28,5,2020,,,84.98,2,1752,N,,11440,,상암동
,메세나폴리스,2012,,,,"217,000",30,5,2020,,,148.981,27,490,N,,11440,,서교동
,밤섬예가클래식,1989,,,,"115,900",20,6,2020,,,82.36,3,118,N,,11440,,현석동
,휴먼빌,2004,,,,"67,500",29,6,2020,,,59.943,6,509,N,,11440,,망원동
,성산시영(유원),1986,,,,"102,500",30,6,2020,,,59.43,13,446,N,,11440,,성산동
,미원1,1996,,,,"45,500",22,6,2020,,,58.98,6,478-27,N,,11440,,망원동
,마포래미안푸르지오4단지,2014,,,,"127,000",13,6,2020,,,59.9656,11,777,N,,11440,,아현동
,공덕2삼성래미안,2004,,,,"123,000",18,6,2020,,,84.94,11,43,N,,11440,,공덕동
,성산월드타운대림,2004,,,,"87,500",22,6,2020,,,84.689,10,601,N,,11440,,성산동
,마포센트럴 아이파크,2017,,,,"143,500",30,6,2020,,,84.9668,10,802,N,,11440,,아현동
,상암월드컵파크4단지,2006,,,,"134,000",30,6,2020,,,104.78,11,1655,N,,11440,,상암동
,브라운스톤공덕아파트,2009,,,,"150,000",29,6,2020,,,114.74,20,170,N,,11440,,신공덕동
,메세나폴리스,2012,,,,"176,000",24,7,2020,,,142.034,30,490,N,,11440,,서교동
,이편한세상마포리버파크,2016,,,,"147,000",25,7,2020,,,59.98,10,508,N,,11440,,용강동
,마포웨스트리버태영데시앙,2019,,,,"120,000",4,7,2020,,,74.791,9,449,N,,11440,,창전동
,대우월드마크마포,2011,,,,"135,000",8,7,2020,,,121.27,19,173,N,,11440,,신공덕동
,마포래미안푸르지오2단지,2014,,,,"137,000",8,7,2020,,,59.9236,6,777,N,,11440,,아현동
,공덕1삼성래미안,1999,,,,"133,000",11,7,2020,,,84.94,8,371,N,,11440,,공덕동
,현대,1996,,,,"84,500",2,7,2020,,,84.47,1,445-5,N,,11440,,신수동
,대림1,2002,,,,"89,800",4,7,2020,,,84.96,12,496,N,,11440,,망원동
,창전동현대홈타운,2005,,,,"107,000",30,7,2020,,,84.978,21,440,N,,11440,,창전동
,마포한강2차푸르지오,2016,,,,"151,500",31,7,2020,,,83.45,34,473,N,,11440,,합정동
,밤섬리오팰리스,2003,,,,"145,000",11,8,2020,,,232.36,5,353-4,N,,11440,,상수동
,래미안밤섬리베뉴Ⅰ,2014,,,,"149,900",8,8,2020,,,84.99,17,402,N,,11440,,상수동
,신공덕1차삼성래미안1아파트,2000,,,,"140,000",1,8,2020,,,114.75,14,155,N,,11440,,신공덕동
,우림루미아트,2003,,,,"69,000",11,8,2020,,,59.9488,14,498,N,,11440,,망원동
,중동계룡아파트,2000,,,,"73,800",30,8,2020,,,60,10,391,N,,11440,,중동
,마포한강아이파크,2019,,,,"114,500",6,8,2020,,,59.3883,8,521,N,,11440,,망원동
,대흥동태영아파트,1999,,,,"96,000",23,8,2020,,,59.4,3,660,N,,11440,,대흥동
,해오름,2011,,,,"80,000",6,8,2020,,,104.88,3,400-2,N,,11440,,망원동
,상암월드컵파크7단지,2005,,,,"116,000",22,8,2020,,,104.77,11,1660,N,,11440,,상암동
,성산시영(선경),1986,,,,"100,000",31,8,2020,,,50.54,11,446,N,,11440,,성산동
,마포한강푸르지오,2015,,,,"202,000",14,9,2020,,,137.04,28,472,N,,11440,,합정동
,광남벨라스(VALLACE),2003,,,,"41,500",9,9,2020,,,74.99,2,487-77,N,,11440,,연남동
,성산시영(대우),1986,,,,"89,000",10,9,2020,,,50.03,1,446,N,,11440,,성산동
,마포래미안푸르지오2단지,2014,,,,"170,400",18,9,2020,,,84.5978,7,777,N,,11440,,아현동
,공덕아이파크,2013,,,,"114,500",18,9,2020,,,59.98,2,174,N,,11440,,신공덕동
,로즈빌A,2004,,,,"65,000",26,9,2020,,,76.04,6,111-7,N,,11440,,공덕동
,성산월드타운대림,2004,,,,"93,000",4,9,2020,,,84.549,16,601,N,,11440,,성산동
,길명2차(455-4),2005,,,,"76,000",15,9,2020,,,131.188,5,455-4,N,,11440,,망원동
,서교푸르지오,2004,,,,"94,800",29,9,2020,,,92.448,11,486,N,,11440,,서교동
,마포래미안푸르지오3단지,2014,,,,"190,000",26,9,2020,,,114.7267,13,777,N,,11440,,아현동
,도화동현대,1996,,,,"83,000",6,10,2020,,,54.72,9,357,N,,11440,,도화동
,코오롱,2003,,,,"89,980",19,10,2020,,,84.936,4,573,N,,11440,,연남동
,상록,1997,,,,"82,000",6,10,2020,,,58.71,19,515-1,N,,11440,,염리동
,성원1,1998,,,,"58,000",31,10,2020,,,59.4,4,420,N,,11440,,망원동
,우성,1991,,,,"87,500",17,10,2020,,,68.94,1,82,N,,11440,,도화동
,공덕1삼성래미안,1999,,,,"105,000",8,10,2020,,,59.74,12,371,N,,11440,,공덕동
,해피존2,2005,,,,"65,000",6,10,2020,,,135.03,6,23-1,N,,11440,,성산동
,마포현대,1988,,,,"112,000",23,10,2020,,,84.87,4,188-108,N,,11440,,공덕동
,펜트라우스,2011,,,,"127,000",26,10,2020,,,84.95,2,172,N,,11440,,신공덕동
,성산시영(유원),1986,,,,"104,000",30,10,2020,,,59.43,11,446,N,,11440,,성산동
,마포래미안푸르지오4단지,2014,,,,"145,000",24,11,2020,,,59.9656,27,777,N,,11440,,아현동
,래미안웰스트림,2016,,,,"139,000",15,11,2020,,,59.96,16,225,N,,11440,,현석동
,창전래미안,1998,,,,"109,500",23,11,2020,,,84.93,10,437,N,,11440,,창전동
,월드컵아이파크(667),2009,,,,"89,800",26,11,2020,,,59.73,10,667,N,,11440,,성산동
,메세나폴리스,2012,,,,"166,500",28,11,2020,,,142.034,12,490,N,,11440,,서교동
,마포래미안푸르지오3단지,2014,,,,"134,000",28,11,2020,,,59.9452,1,777,N,,11440,,아현동
,공덕1삼성래미안,1999,,,,"131,000",30,11,2020,,,84.94,1,371,N,,11440,,공덕동
,신공덕1차삼성래미안1아파트,2000,,,,"136,000",28,11,2020,,,84.9,22,155,N,,11440,,신공덕동
,마포아크로타워,2007,,,,"105,000",30,11,2020,,,84.99,14,563,N,,11440,,도화동
,상암월드컵파크2단지,2003,,,,"85,000",27,11,2020,,,59.92,11,1637,N,,11440,,상암동
,한화오벨리스크,2004,,,,"114,500",16,12,2020,,,82.14,32,555,N,,11440,,도화동
,마포대림1,2002,,,,"165,000",10,12,2020,,,131.85,19,500,N,,11440,,용강동
,신공덕래미안3차,2003,,,,"126,000",2,12,2020,,,84.69,3,161,N,,11440,,신공덕동
,염리삼성래미안,2001,,,,"130,000",25,12,2020,,,84.96,12,520,N,,11440,,염리동
,성산시영(선경),1986,,,,"98,000",28,12,2020,,,50.54,12,446,N,,11440,,성산동
,현진에버빌2,2003,,,,"92,500",29,12,2020,,,83.654,13,503,N,,11440,,망원동
,상암월드컵파크12단지,2010,,,,"105,000",31,12,2020,,,84.89,8,1743,N,,11440,,상암동
,상록,1997,,,,"92,000",29,12,2020,,,58.71,11,515-1,N,,11440,,염리동
,마포래미안푸르지오1단지,2014,,,,"177,000",30,12,2020,,,84.5978,18,777,N,,11440,,아현동
,한강밤섬자이,2010,,,,"199,000",30,12,2020,,,132.54,22,101,N,,11440,,하중동
,공덕아이파크,2013,,,,"147,000",24,1,2021,,,84.96,16,174,N,,11440,,신공덕동
,월드컵아이파크(667),2009,,,,"87,800",19,1,2021,,,59.73,3,667,N,,11440,,성산동
,kcc웰츠,2011,,,,"160,000",15,1,2021,,,118.64,20,171,N,,11440,,신공덕동
,펜트라우스,2011,,,,"162,000",11,1,2021,,,115.04,13,172,N,,11440,,신공덕동
,엘림,2002,,,,"64,700",22,1,2021,,,81.35,2,453-14,N,,11440,,서교동
,래미안밤섬리베뉴Ⅱ,2014,,,,"157,000",28,1,2021,,,84.82,3,398,N,,11440,,상수동
,우공,2004,,,,"69,500",30,1,2021,,,82.29,1,45-27,N,,11440,,염리동
,한강삼성,1997,,,,"137,000",30,1,2021,,,84.96,13,138,N,,11440,,토정동
,강림스위트빌,2004,,,,"74,500",27,1,2021,,,81.71,8,508,N,,11440,,망원동
,성산시영(선경),1986,,,,"95,000",28,1,2021,,,50.54,1,446,N,,11440,,성산동
,공덕1삼성래미안,1999,,,,"145,000",6,2,2021,,,84.94,14,371,N,,11440,,공덕동
,한강동원아파트,2003,,,,"75,000",14,2,2021,,,84.87,2,467,N,,11440,,합정동
,성산시영(대우),1986,,,,"97,500",28,2,2021,,,50.03,10,446,N,,11440,,성산동
,신촌삼익,1997,,,,"110,000",27,2,2021,,,84.85,7,450,N,,11440,,신수동
,마포센트럴 아이파크,2017,,,,"157,000",26,2,2021,,,84.9668,22,802,N,,11440,,아현동
,삼성,1997,,,,"143,000",27,2,2021,,,84.985,16,550,N,,11440,,도화동
,상암월드컵파크2단지,2003,,,,"111,000",24,2,2021,,,59.92,9,1637,N,,11440,,상암동
,DMC상암센트럴파크2단지,2009,,,,"86,600",22,2,2021,,,51.98,3,1618,N,,11440,,상암동
,우림루미아트,2003,,,,"82,500",26,2,2021,,,84.546,9,498,N,,11440,,망원동
,휴먼빌,2004,,,,"100,000",27,2,2021,,,84.963,14,509,N,,11440,,망원동
,공덕3삼성래미안,2004,,,,"170,000",12,3,2021,,,114.98,17,457,N,,11440,,공덕동
,성산시영(대우),1986,,,,"98,000",23,3,2021,,,50.03,11,446,N,,11440,,성산동
,솔리스타,2018,,,,"18,000",30,3,2021,,,14.29,16,30-10,N,,11440,,공덕동
,마포래미안푸르지오2단지,2014,,,,"184,800",30,3,2021,,,84.3884,15,777,N,,11440,,아현동
,(91-511),2011,,,,"45,500",27,3,2021,,,47.37,7,91-511,N,,11440,,신수동
,마포쌍용황금아파트,2000,,,,"93,000",25,3,2021,,,59.9,13,253,N,,11440,,마포동
,펜트라우스,2011,,,,"197,000",29,3,2021,,,152.85,2,172,N,,11440,,신공덕동
,현대하이츠아파트,2007,,,,"65,000",29,3,2021,,,84.7,7,254-8,N,,11440,,성산동
,래미안공덕4차,2005,,,,"152,000",25,3,2021,,,83.42,12,464,N,,11440,,공덕동
,마포래미안푸르지오2단지,2014,,,,"149,000",26,3,2021,,,59.9236,7,777,N,,11440,,아현동
,참존2차(101동),2005,,,,"63,000",22,4,2021,,,84.1,2,454-1,N,,11440,,망원동
,메세나폴리스,2012,,,,"240,000",29,4,2021,,,148.981,38,490,N,,11440,,서교동
,메세나폴리스,2012,,,,"197,000",28,4,2021,,,142.034,18,490,N,,11440,,서교동
,메세나폴리스,2012,,,,"200,000",29,4,2021,,,142.034,32,490,N,,11440,,서교동
,신공덕래미안3차,2003,,,,"120,000",28,4,2021,,,59.96,18,161,N,,11440,,신공덕동
,롯데캐슬프레지던트,2009,,,,"227,000",29,4,2021,,,191.872,26,467,N,,11440,,공덕동
,우성,1991,,,,"149,000",28,4,2021,,,141.515,1,82,N,,11440,,도화동
,대상4,2000,,,,"76,000",27,4,2021,,,84.9,7,492,N,,11440,,망원동
,한화오벨리스크,2004,,,,"117,500",24,4,2021,,,85,29,555,N,,11440,,도화동
,마포그랑자이(2단지),2020,,,,"177,000",28,4,2021,,,84.99,5,807,N,,11440,,대흥동
,신촌태영데시앙,2003,,,,"120,000",24,5,2021,,,84.97,12,439,N,,11440,,창전동
,신촌삼익,1997,,,,"130,000",28,5,2021,,,114.5,22,450,N,,11440,,신수동
,대원,1999,,,,"69,000",27,5,2021,,,59.69,7,596,N,,11440,,성산동
,삼호빌라트,2001,,,,"64,500",28,5,2021,,,83.86,8,239-25,N,,11440,,성산동
,상록,1997,,,,"91,500",29,5,2021,,,58.71,18,515-1,N,,11440,,염리동
,상수두산위브,2004,,,,"135,000",29,5,2021,,,84.79,25,396,N,,11440,,상수동
,대림1,2002,,,,"94,500",25,5,2021,,,84.96,3,496,N,,11440,,망원동
,반도유보라아일랜드,2008,,,,"190,000",27,5,2021,,,122.6843,4,223,N,,11440,,현석동
,한화오벨리스크,2004,,,,"50,700",26,5,2021,,,38.08,4,555,N,,11440,,도화동
,상암월드컵파크7단지,2005,,,,"121,000",24,5,2021,,,84.45,8,1660,N,,11440,,상암동
,삼성,1997,,,,"141,000",7,6,2021,,,72.185,17,550,N,,11440,,도화동
,성산시영(선경),1986,,,,"109,900",8,6,2021,,,50.54,3,446,N,,11440,,성산동
,한강1차대주피오레,2003,,,,"87,000",30,6,2021,,,79.38,6,500,N,,11440,,망원동
,KCC엠파이어리버,2006,,,,"144,000",30,6,2021,,,140.88,19,381-16,N,,11440,,합정동
,대우월드마크마포,2011,,,,"180,000",24,6,2021,,,136.18,18,173,N,,11440,,신공덕동
,현대홈타운,2000,,,,"97,500",30,6,2021,,,59.17,17,353,N,,11440,,도화동
,라인성서,2005,,,,"68,000",26,6,2021,,,84.945,2,25-1,N,,11440,,성산동
,성산시영(유원),1986,,,,"90,100",14,6,2021,,,59.43,2,446,N,,11440,,성산동
,세양청마루,2003,,,,"116,000",21,6,2021,,,82.86,5,451,N,,11440,,신수동
,한강1차대주피오레,2003,,21.10.25,O,"87,000",30,6,2021,,,79.38,6,500,N,,11440,,망원동
,현대,2000,,,,"93,000",31,7,2021,,,84.94,1,40-12,N,,11440,,중동
,마포자이2차,2014,,,,"220,000",30,7,2021,,,118.79,20,804,N,,11440,,대흥동
,한강밤섬자이,2010,,,,"168,000",31,7,2021,,,84.99,19,101,N,,11440,,하중동
,청기와,2000,,,,"80,000",31,7,2021,,,72.28,8,515-23,N,,11440,,연남동
,상록,1997,,,,"91,000",28,7,2021,,,58.71,1,515-1,N,,11440,,염리동
,공덕2삼성래미안,2004,,,,"132,000",31,7,2021,,,59.97,3,43,N,,11440,,공덕동
,서강GS,1999,,,,"100,000",27,7,2021,,,59.98,8,30,N,,11440,,신정동
,상암월드컵파크12단지,2010,,,,"98,000",28,7,2021,,,59.73,9,1743,N,,11440,,상암동
,창전쌍용스윗닷홈,2005,,,,"117,000",26,7,2021,,,84.983,5,441,N,,11440,,창전동
,애오개아이파크,2016,,,,"50,000",31,7,2021,,,30.01,9,780,N,,11440,,아현동
,미원2,1997,,,,"60,000",7,8,2021,,,55.29,10,433-9,N,,11440,,망원동
,브라운스톤공덕아파트,2009,,,,"145,000",21,8,2021,,,59.89,9,170,N,,11440,,신공덕동
,신공덕래미안2차,2000,,,,"114,700",21,8,2021,,,59.48,15,159,N,,11440,,신공덕동
,스카이캐슬,2019,,,,"51,500",31,8,2021,,,45.18,2,476-3,N,,11440,,망원동
,래미안마포리버웰,2015,,,,"210,000",31,8,2021,,,84.98,15,502,N,,11440,,용강동
,마포웨스트리버태영데시앙,2019,,,,"163,000",30,8,2021,,,84.719,14,449,N,,11440,,창전동
,월드컵아이파크(667),2009,,,,"100,000",28,8,2021,,,59.73,23,667,N,,11440,,성산동
,신공덕래미안3차,2003,,,,"124,800",30,8,2021,,,59.96,3,161,N,,11440,,신공덕동
,함성참좋은,2004,,,,"75,000",28,8,2021,,,95.54,3,247-72,N,,11440,,서교동
,공덕더샵,2018,,,,"182,500",28,8,2021,,,84.99,21,478,N,,11440,,공덕동
,DMC상암센트럴파크1단지,2009,,,,"127,000",25,9,2021,,,84.91,4,1630,N,,11440,,상암동
,대우미래사랑,2005,,,,"26,100",6,9,2021,,,34.29,2,487,N,,11440,,서교동
,상암월드컵파크2단지,2003,,,,"100,000",28,9,2021,,,49.8,18,1637,N,,11440,,상암동
,삼성,1997,,,,"165,000",30,9,2021,,,84.985,12,550,N,,11440,,도화동
,마포현대,1988,,,,"134,500",30,9,2021,,,84.87,1,188-108,N,,11440,,공덕동
,상록,1997,,,,"98,000",27,9,2021,,,58.71,6,515-1,N,,11440,,염리동
,밤섬힐스테이트,1999,,,,"170,000",28,9,2021,,,84.84,10,220,N,,11440,,현석동
,마포그랑자이,2020,,,,"198,500",25,9,2021,,,84.98,18,806,N,,11440,,대흥동
,수풍,2009,,,,"60,000",23,9,2021,,,84.76,3,30-28,N,,11440,,중동
,메세나폴리스,2012,,,,"210,000",25,9,2021,,,142.034,20,490,N,,11440,,서교동
,대원칸타빌,2004,,,,"158,000",7,10,2021,,,117.183,2,453,N,,11440,,신수동
,공덕현대,1989,,,,"125,000",16,10,2021,,,84.61,14,370-9,N,,11440,,공덕동
,펜트라우스,2011,,,,"190,000",2,10,2021,,,115.04,2,172,N,,11440,,신공덕동
,마포래미안푸르지오4단지,2014,,,,"194,000",27,10,2021,,,84.5978,10,777,N,,11440,,아현동
,신촌숲아이파크,2019,,,,"195,000",30,10,2021,,,84.932,16,462,N,,11440,,신수동
,신촌숲아이파크,2019,,,,"157,000",9,10,2021,,,59.376,23,462,N,,11440,,신수동
,성산시영(선경),1986,,,,"115,000",30,10,2021,,,50.54,13,446,N,,11440,,성산동
,신촌숲아이파크,2019,,,,"203,000",29,10,2021,,,84.901,32,462,N,,11440,,신수동
,공덕2삼성래미안,2004,,,,"139,000",25,10,2021,,,59.97,13,43,N,,11440,,공덕동
,래미안웰스트림,2016,,,,"233,000",27,10,2021,,,114.95,4,225,N,,11440,,현석동
,마포그랑자이,2020,,,,"202,000",25,11,2021,중개거래,서울 마포구 세종시,84.98,20,806,N,,11440,,대흥동
,밤섬예가클래식,1989,,,,"176,999",28,11,2021,중개거래,서울 마포구,89.48,10,118,N,,11440,,현석동
,마포래미안푸르지오3단지,2014,,,,"240,000",23,11,2021,중개거래,서울 마포구,114.588,16,777,N,,11440,,아현동
,한강밤섬자이,2010,,,,"260,000",23,11,2021,중개거래,서울 마포구,132.54,14,101,N,,11440,,하중동
,펜트라우스,2011,,,,"209,200",20,11,2021,중개거래,서울 마포구,152.85,17,172,N,,11440,,신공덕동
,래미안공덕5차,2011,,,,"192,000",28,11,2021,중개거래,서울 성동구,113.866,15,469,N,,11440,,공덕동
,성산2차e-편한세상,2005,,,,"105,000",26,11,2021,중개거래,서울 마포구,84.95,7,604,N,,11440,,성산동
,상록,1997,,,,"97,800",20,11,2021,중개거래,서울 마포구,58.71,13,515-1,N,,11440,,염리동
,상록,1997,,,,"99,000",20,11,2021,중개거래,서울 마포구,58.71,10,515-1,N,,11440,,염리동
,성산시영(대우),1986,,,,"108,000",27,11,2021,중개거래,서울 마포구,50.03,11,446,N,,11440,,성산동
,마포자이2차,2014,,,,"172,000",27,12,2021,중개거래,서울 마포구,84.95,4,804,N,,11440,,대흥동
,공덕파크자이,2015,,,,"172,000",31,12,2021,중개거래,서울 마포구,84.996,12,476,N,,11440,,공덕동
,상록,1997,,,,"85,000",27,12,2021,중개거래,서울 마포구,49.8,11,515-1,N,,11440,,염리동
,서희스타힐스,2014,,,,"17,500",25,12,2021,중개거래,서울 마포구,12.85,17,12-41,N,,11440,,대흥동
,래미안웰스트림,2016,,,,"190,000",25,12,2021,중개거래,서울 마포구,84.96,17,225,N,,11440,,현석동
,래미안마포리버웰,2015,,,,"180,000",30,12,2021,중개거래,서울 마포구,84.97,3,502,N,,11440,,용강동
,창전래미안,1998,,,,"115,000",21,12,2021,중개거래,서울 마포구,59.94,10,437,N,,11440,,창전동
,상암월드컵파크6단지,2005,,,,"162,000",21,12,2021,중개거래,"서울 마포구, 서울 양천구",104.32,12,1689,N,,11440,,상암동
,수풍,2009,,,,"57,500",26,12,2021,중개거래,서울 마포구,84.76,4,30-28,N,,11440,,중동
,마포자이2차,2014,,22.03.03,O,"172,000",27,12,2021,중개거래,서울 마포구,84.95,4,804,N,,11440,,대흥동
,신공덕래미안2차,2000,,,,"111,750",29,1,2022,중개거래,서울 마포구,59.48,11,159,N,,11440,,신공덕동
,신촌태영데시앙,2003,,,,"127,000",24,1,2022,중개거래,서울 마포구,84.97,6,439,N,,11440,,창전동
,휴먼빌,2004,,22.06.02,O,"97,000",28,1,2022,중개거래,서울 마포구,84.963,2,509,N,,11440,,망원동
,서강GS,1999,,,,"120,000",27,1,2022,중개거래,서울 영등포구,59.98,17,30,N,,11440,,신정동
,우성,1991,,,,"123,000",22,1,2022,중개거래,서울 마포구,68.94,4,82,N,,11440,,도화동
,한화오벨리스크,2004,,,,"79,500",19,1,2022,중개거래,서울 마포구,49.87,11,555,N,,11440,,도화동
,한강2차대주피오레,2003,,,,"102,000",19,1,2022,중개거래,서울 마포구,99.16,5,499,N,,11440,,망원동
,래미안공덕5차,2011,,,,"140,500",27,1,2022,중개거래,서울 마포구,59.968,11,469,N,,11440,,공덕동
,우성,1991,,,,"170,000",22,1,2022,중개거래,경기 성남중원구 서울 마포구,128.315,14,82,N,,11440,,도화동
,엘지(214-15),2003,,,,"65,000",25,1,2022,중개거래,서울 마포구,113.64,3,214-15,N,,11440,,성산동
,솔루체2차아파트,2022,,,,"69,000",28,2,2022,직거래,,48.31,5,525,N,,11440,,망원동
,솔루체2차아파트,2022,,,,"69,000",28,2,2022,직거래,,48.31,7,525,N,,11440,,망원동
,래미안밤섬리베뉴Ⅱ,2014,,,,"175,000",26,2,2022,중개거래,서울 마포구,84.98,15,398,N,,11440,,상수동
,상암월드컵파크2단지,2003,,,,"100,000",26,2,2022,중개거래,서울 마포구,59.92,11,1637,N,,11440,,상암동
,성산시영(유원),1986,,,,"128,000",28,2,2022,중개거래,서울 마포구,59.43,10,446,N,,11440,,성산동
,DMC상암센트럴파크1단지,2009,,,,"105,000",18,2,2022,중개거래,서울 마포구,84.91,8,1630,N,,11440,,상암동
,한강1차대주피오레,2003,,,,"93,000",23,2,2022,중개거래,서울 마포구,79.38,7,500,N,,11440,,망원동
,한강동원아파트,2003,,,,"113,000",18,2,2022,중개거래,서울 마포구,84.92,8,467,N,,11440,,합정동
,신공덕래미안3차,2003,,,,"144,000",15,2,2022,중개거래,서울 마포구,84.69,12,161,N,,11440,,신공덕동
,강변타운,2000,,,,"62,500",19,2,2022,중개거래,서울 마포구,59.85,2,490,N,,11440,,망원동
,공덕3삼성래미안,2004,,,,"170,000",19,3,2022,중개거래,서울 마포구,84.98,16,457,N,,11440,,공덕동
,상암월드컵파크7단지,2005,,,,"147,000",26,3,2022,중개거래,서울 마포구,104.68,6,1660,N,,11440,,상암동
,성산시영(대우),1986,,,,"101,000",31,3,2022,중개거래,서울 마포구 서울 양천구,50.03,1,446,N,,11440,,성산동
,대우메트로디오빌,2005,,,,"45,500",29,3,2022,중개거래,서울 마포구,34.39,26,167,N,,11440,,신공덕동
,두영이지안,2005,,,,"79,000",30,3,2022,중개거래,서울 마포구,73.58,7,468,N,,11440,,합정동
,래미안공덕4차,2005,,,,"143,000",23,3,2022,중개거래,서울 마포구,59.9,11,464,N,,11440,,공덕동
,공덕파크자이,2015,,,,"178,000",19,3,2022,중개거래,서울 마포구,84.9027,7,476,N,,11440,,공덕동
,한화오벨리스크,2004,,,,"63,000",25,3,2022,중개거래,서울 마포구,41.32,8,555,N,,11440,,도화동
,성산시영(대우),1986,,,,"107,000",28,3,2022,중개거래,서울 마포구,50.03,11,446,N,,11440,,성산동
,한강삼성,1997,,,,"117,000",22,3,2022,중개거래,서울 마포구,59.97,6,138,N,,11440,,토정동
,마포래미안푸르지오3단지,2014,,,,"150,000",22,4,2022,중개거래,서울 마포구,59.9656,4,777,N,,11440,,아현동
,대우메트로디오빌,2005,,,,"43,800",28,4,2022,중개거래,서울 마포구,34.39,19,167,N,,11440,,신공덕동
,래미안공덕4차,2005,,,,"137,500",28,4,2022,중개거래,서울 마포구,59.9,5,464,N,,11440,,공덕동
,현대벤처빌,2002,,,,"26,000",26,4,2022,중개거래,서울 마포구,34.64,4,107-36,N,,11440,,노고산동
,염리삼성래미안,2001,,,,"171,000",30,4,2022,중개거래,서울 마포구,114.48,10,520,N,,11440,,염리동
,래미안공덕4차,2005,,,,"181,500",27,4,2022,중개거래,서울 마포구,112.71,16,464,N,,11440,,공덕동
,솔루체2차아파트,2022,,,,"69,000",24,4,2022,직거래,,48.31,3,525,N,,11440,,망원동
,상암마젤란21,2005,,,,"91,000",30,4,2022,중개거래,서울 마포구,82.39,1,513,N,,11440,,망원동
,래미안웰스트림,2016,,22.07.20,O,"250,000",20,4,2022,중개거래,서울 마포구,114.95,18,225,N,,11440,,현석동
