aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm
,풍림2,1990,,,,"55,000",29,6,2019,,,84.93,14,453-2,N,,11410,,홍은동
,독립문극동(200-0),1998,,,,"89,500",24,6,2019,,,102.45,16,200,N,,11410,,현저동
,DMC한양,1987,,,,"45,900",29,6,2019,,,65.34,5,431,N,,11410,,북가좌동
,DMC래미안e편한세상,2012,,,,"138,000",22,6,2019,,,201.71,34,481,N,,11410,,북가좌동
,성우아파트,2005,,,,"70,000",24,6,2019,,,84.28,1,1-97,N,,11410,,북아현동
,청구1차,1994,,,,"63,000",15,6,2019,,,84.78,6,453,N,,11410,,홍제동
,DMC휴먼빌아파트,2008,,,,"52,500",29,6,2019,,,84.99,5,456,N,,11410,,북가좌동
,DMC파크뷰자이3단지,2015,,,,"69,000",17,6,2019,,,59.981,1,385,N,,11410,,남가좌동
,문화촌현대,2002,,,,"56,500",30,6,2019,,,84.99,2,463,N,,11410,,홍제동
,대경아르체,2018,,,,"28,100",19,6,2019,,,28.36,10,488,N,,11410,,북가좌동
,DMC래미안e편한세상,2012,,,,"90,000",3,7,2019,,,84.95,16,481,N,,11410,,북가좌동
,DMC래미안e편한세상,2012,,,,"85,500",6,7,2019,,,84.93,10,481,N,,11410,,북가좌동
,신일해피트리,2005,,,,"59,700",15,7,2019,,,84.98,13,455,N,,11410,,북가좌동
,e편한세상신촌1단지,2018,,,,"98,000",13,7,2019,,,59.85,4,1013,N,,11410,,북아현동
,대경아르체,2018,,,,"29,500",31,7,2019,,,28.36,2,488,N,,11410,,북가좌동
,DMC파크뷰자이1단지,2015,,,,"98,000",29,7,2019,,,84.971,15,385,N,,11410,,남가좌동
,e편한세상신촌2단지,2018,,,,"101,000",15,7,2019,,,59.85,5,1013,N,,11410,,북아현동
,래미안남가좌2차,2005,,,,"81,800",27,7,2019,,,84.806,14,379,N,,11410,,남가좌동
,독립문극동(200-0),1998,,,,"67,000",30,7,2019,,,59.58,21,200,N,,11410,,현저동
,e편한세상신촌3단지,2018,,,,"100,000",27,7,2019,,,59.96,3,1013,N,,11410,,북아현동
,홍은동벽산,1997,,,,"43,000",30,8,2019,,,58.64,12,455,N,,11410,,홍은동
,홍제현대,1992,,,,"79,000",27,8,2019,,,119.32,9,331,N,,11410,,홍제동
,래미안남가좌2차,2005,,,,"95,000",14,8,2019,,,114.793,10,379,N,,11410,,남가좌동
,DMC한양,1987,,,,"59,700",14,8,2019,,,105.88,9,431,N,,11410,,북가좌동
,e편한세상신촌2단지,2018,,,,"125,000",10,8,2019,,,84.95,5,1013,N,,11410,,북아현동
,독립문파크빌,2000,,,,"48,800",29,8,2019,,,59.4,11,1019,N,,11410,,현저동
,에스케이뷰,2008,,,,"89,800",30,8,2019,,,84.98,12,118,N,,11410,,합동
,홍제원현대(459-0),2000,,,,"56,500",30,8,2019,,,59.93,13,459,N,,11410,,홍제동
,e편한세상신촌1단지,2018,,,,"105,000",28,8,2019,,,59.85,18,1013,N,,11410,,북아현동
,연희파크푸르지오,2018,,,,"79,000",21,8,2019,,,84.8,5,747,N,,11410,,연희동
,신촌푸르지오,2015,,,,"125,000",7,9,2019,,,84.9953,12,1011,N,,11410,,북아현동
,북한산더샵,2017,,,,"94,000",28,9,2019,,,84.832,15,464,N,,11410,,홍은동
,청구1차,1994,,,,"64,000",27,9,2019,,,84.78,11,453,N,,11410,,홍제동
,DMC파크뷰자이1단지,2015,,,,"104,800",16,9,2019,,,84.971,19,385,N,,11410,,남가좌동
,홍은동벽산,1997,,,,"54,500",22,9,2019,,,84.96,14,455,N,,11410,,홍은동
,DMC래미안클라시스,2000,,,,"54,200",28,9,2019,,,59.93,8,377,N,,11410,,남가좌동
,신촌럭키,1999,,,,"67,000",28,9,2019,,,83.38,1,144,N,,11410,,대현동
,"현대(1,2차)",1988,,,,"57,400",20,9,2019,,,84.77,12,202-5,N,,11410,,홍은동
,돈의문센트레빌,2011,,,,"112,000",30,9,2019,,,84.99,12,261,N,,11410,,냉천동
,독립문극동(200-0),1998,,,,"94,500",27,9,2019,,,102.45,17,200,N,,11410,,현저동
,신촌럭키,1999,,,,"101,500",25,10,2019,,,121.6,8,144,N,,11410,,대현동
,피어리스,1987,,,,"52,000",4,10,2019,,,84.24,17,222,N,,11410,,충정로3가
,신촌푸르지오,2015,,,,"122,000",19,10,2019,,,84.9953,6,1011,N,,11410,,북아현동
,북한산두산위브,2020,,,,"17,517",28,10,2019,,,40.07,1,467,N,,11410,,홍은동
,북한산두산위브,2020,,,,"17,517",28,10,2019,,,40.07,1,467,N,,11410,,홍은동
,북한산두산위브,2020,,,,"17,517",28,10,2019,,,40.07,1,467,N,,11410,,홍은동
,북한산두산위브,2020,,,,"17,517",28,10,2019,,,40.07,2,467,N,,11410,,홍은동
,북한산두산위브,2020,,,,"17,517",28,10,2019,,,40.07,2,467,N,,11410,,홍은동
,북한산두산위브,2020,,,,"17,517",28,10,2019,,,40.07,3,467,N,,11410,,홍은동
,북한산두산위브,2020,,,,"17,517",28,10,2019,,,40.07,3,467,N,,11410,,홍은동
,청구1차,1994,,,,"69,000",18,11,2019,,,84.78,5,453,N,,11410,,홍제동
,신촌럭키,1999,,,,"87,800",23,11,2019,,,83.38,13,144,N,,11410,,대현동
,"현대(1,2차)",1988,,,,"50,500",6,11,2019,,,77.49,1,202-5,N,,11410,,홍은동
,신촌푸르지오,2015,,,,"120,000",29,11,2019,,,84.9892,1,1011,N,,11410,,북아현동
,신촌푸르지오,2015,,,,"105,000",9,11,2019,,,59.993,8,1011,N,,11410,,북아현동
,청구1차,1994,,,,"66,000",18,11,2019,,,84.78,11,453,N,,11410,,홍제동
,중앙하이츠,2001,,,,"46,800",25,11,2019,,,84.85,13,342,N,,11410,,홍제동
,극동,1995,,,,"53,000",1,11,2019,,,148.54,4,454,N,,11410,,홍은동
,래미안남가좌2차,2005,,,,"89,000",5,11,2019,,,114.793,2,379,N,,11410,,남가좌동
,독립문파크빌,2000,,,,"46,700",2,11,2019,,,59.4,2,1019,N,,11410,,현저동
,홍제한양,1993,,,,"86,000",21,12,2019,,,120.14,10,82,N,,11410,,홍제동
,DMC파크뷰자이1단지,2015,,,,"148,000",7,12,2019,,,152.146,16,385,N,,11410,,남가좌동
,청구1차,1994,,,,"73,000",7,12,2019,,,84.78,13,453,N,,11410,,홍제동
,돈의문센트레빌,2011,,,,"92,000",28,12,2019,,,59.98,9,261,N,,11410,,냉천동
,DMC파크뷰자이3단지,2015,,,,"85,250",25,12,2019,,,84.968,4,385,N,,11410,,남가좌동
,디엠씨엘가,2017,,,,"15,500",31,12,2019,,,13.03,2,387,N,,11410,,남가좌동
,신촌푸르지오,2015,,,,"125,000",11,12,2019,,,84.9953,2,1011,N,,11410,,북아현동
,두산,1999,,,,"72,000",21,12,2019,,,59.96,13,1009,N,,11410,,북아현동
,DMC파크뷰자이1단지,2015,,,,"140,000",18,12,2019,,,121.614,27,385,N,,11410,,남가좌동
,돈의문센트레빌,2011,,,,"85,000",21,12,2019,,,59.98,3,261,N,,11410,,냉천동
,동호,2003,,,,"88,000",13,1,2020,,,74.56,5,1-37,N,,11410,,충정로3가
,홍제현대,1992,,,,"60,000",6,1,2020,,,75.15,6,331,N,,11410,,홍제동
,홍은동풍림아이원,2002,,,,"52,600",30,1,2020,,,84.918,5,460,N,,11410,,홍은동
,성원쌍떼빌팰리스,2005,,,,"79,000",29,1,2020,,,84.98,15,742,N,,11410,,연희동
,남양,1999,,,,"54,800",12,1,2020,,,84.71,15,457,N,,11410,,홍제동
,홍은동벽산,1997,,,,"55,000",18,1,2020,,,84.78,15,455,N,,11410,,홍은동
,DMC한양,1987,,,,"78,000",21,1,2020,,,116.76,8,431,N,,11410,,북가좌동
,남양,1999,,,,"41,500",31,1,2020,,,59.94,3,457,N,,11410,,홍제동
,남양,1999,,,,"44,000",21,1,2020,,,59.94,13,457,N,,11410,,홍제동
,미동,1969,,,,"42,000",18,1,2020,,,94.81,8,189-8,N,,11410,,충정로3가
,홍은동벽산,1997,,,,"58,500",10,2,2020,,,84.78,3,455,N,,11410,,홍은동
,에스케이뷰,2008,,,,"91,500",7,2,2020,,,84.98,5,118,N,,11410,,합동
,DMC래미안클라시스,2000,,,,"68,000",22,2,2020,,,59.97,5,377,N,,11410,,남가좌동
,신원지벤스타3,2005,,,,"60,000",24,2,2020,,,130.56,3,392-11,N,,11410,,홍은동
,DMC래미안클라시스,2000,,,,"72,000",22,2,2020,,,84.9,5,377,N,,11410,,남가좌동
,피어리스,1987,,,,"59,500",27,2,2020,,,84.24,11,222,N,,11410,,충정로3가
,e편한세상신촌3단지,2018,,,,"152,000",20,2,2020,,,84.93,15,1013,N,,11410,,북아현동
,래미안남가좌2차,2005,,,,"79,500",20,2,2020,,,59.788,11,379,N,,11410,,남가좌동
,DMC아이파크,2009,,,,"84,900",8,2,2020,,,84.92,11,458,N,,11410,,북가좌동
,남양,1999,,,,"42,700",8,2,2020,,,59.94,8,457,N,,11410,,홍제동
,우국한마음,2005,,,,"45,700",3,3,2020,,,84.84,8,743,N,,11410,,연희동
,서강2차(2동),1989,,,,"33,500",5,3,2020,,,91.41,2,186-25,N,,11410,,홍은동
,금호어울림,2016,,,,"80,000",14,3,2020,,,84.4965,4,471,N,,11410,,홍제동
,독립문삼호,1995,,,,"102,500",30,3,2020,,,114.63,9,100,N,,11410,,영천동
,홍일,1969,,,,"29,800",29,3,2020,,,66.12,5,247-19,N,,11410,,홍제동
,독립문삼호,1995,,,,"77,500",30,3,2020,,,75.66,14,100,N,,11410,,영천동
,독립문삼호,1995,,,,"95,000",31,3,2020,,,108.63,5,100,N,,11410,,영천동
,극동,1995,,,,"37,300",22,3,2020,,,84.92,1,454,N,,11410,,홍은동
,현대그린,1996,,,,"57,000",28,3,2020,,,84.96,11,455,N,,11410,,홍제동
,"현대(1,2차)",1988,,,,"51,500",23,3,2020,,,59.96,6,202-5,N,,11410,,홍은동
,DMC두산위브,2007,,,,"70,900",25,4,2020,,,84.9623,13,459,N,,11410,,북가좌동
,DMC아이파크,2009,,,,"90,000",30,4,2020,,,114.94,3,458,N,,11410,,북가좌동
,DMC래미안e편한세상,2012,,,,"102,000",30,4,2020,,,84.95,7,481,N,,11410,,북가좌동
,인왕산한신휴플러스,2009,,,,"92,500",24,4,2020,,,125.256,3,469,N,,11410,,홍제동
,홍제삼성래미안,2001,,,,"79,000",30,4,2020,,,84.33,8,461,N,,11410,,홍제동
,우리유앤미,2008,,,,"80,000",24,4,2020,,,84.73,15,466,N,,11410,,충정로3가
,돈의문센트레빌,2011,,,,"88,500",28,4,2020,,,59.98,7,261,N,,11410,,냉천동
,성원,1998,,,,"45,400",22,4,2020,,,55.35,8,456,N,,11410,,홍제동
,DMC파크뷰자이2단지,2015,,,,"105,000",29,4,2020,,,84.968,12,385,N,,11410,,남가좌동
,인왕산어울림,2006,,,,"97,000",25,4,2020,,,144.68,4,467,N,,11410,,홍제동
,월드컵현대,1998,,,,"82,000",18,5,2020,,,111.13,9,371-1,N,,11410,,북가좌동
,DMC래미안e편한세상,2012,,,,"106,000",30,5,2020,,,84.95,14,481,N,,11410,,북가좌동
,유원,1987,,,,"39,000",24,5,2020,,,64.26,8,22,N,,11410,,홍은동
,연희파크푸르지오,2018,,,,"83,500",30,5,2020,,,84.8,2,747,N,,11410,,연희동
,독립문파크빌,2000,,,,"53,000",26,5,2020,,,59.4,12,1019,N,,11410,,현저동
,창덕에버빌,1998,,,,"51,600",26,5,2020,,,99.07,10,105-1,N,,11410,,남가좌동
,청구1차,1994,,,,"74,000",30,5,2020,,,84.78,7,453,N,,11410,,홍제동
,인왕산현대,2000,,,,"63,800",28,5,2020,,,59.93,11,460,N,,11410,,홍제동
,e편한세상신촌4단지,2018,,,,"143,000",30,5,2020,,,84.82,23,1013,N,,11410,,북아현동
,독립문극동(200-0),1998,,,,"75,000",23,5,2020,,,59.58,11,200,N,,11410,,현저동
,DMC서부인터빌,2008,,,,"59,000",10,6,2020,,,84.66,13,467,N,,11410,,북가좌동
,우리유앤미,2008,,,,"83,000",12,6,2020,,,84.73,19,466,N,,11410,,충정로3가
,홍은동벽산,1997,,,,"59,400",17,6,2020,,,84.96,4,455,N,,11410,,홍은동
,신원지벤스타6,2005,,,,"61,000",27,6,2020,,,133.07,3,393-3,N,,11410,,홍은동
,DMC파크뷰자이1단지,2015,,,,"122,500",16,6,2020,,,84.971,21,385,N,,11410,,남가좌동
,독립문극동(200-0),1998,,,,"93,000",1,6,2020,,,84.87,14,200,N,,11410,,현저동
,홍제해성,2002,,,,"59,500",26,6,2020,,,96.2599,2,466,N,,11410,,홍제동
,대우푸르지오,2002,,,,"65,000",12,6,2020,,,59.584,14,739,N,,11410,,연희동
,청구1차,1994,,,,"75,500",2,6,2020,,,84.78,15,453,N,,11410,,홍제동
,성원,2001,,,,"88,000",6,6,2020,,,115.06,4,740,N,,11410,,연희동
,극동,1995,,,,"48,000",29,7,2020,,,84.92,11,454,N,,11410,,홍은동
,충림예하임,2010,,,,"73,900",24,7,2020,,,84.6,4,477,N,,11410,,충정로3가
,홍제원현대(459-0),2000,,,,"66,000",8,7,2020,,,59.93,10,459,N,,11410,,홍제동
,드리밍아파트,2006,,,,"42,500",10,7,2020,,,81.2,5,169-3,N,,11410,,연희동
,홍제센트럴IPARK,2020,,,,"140,000",11,7,2020,,,84.9728,8,473,N,,11410,,홍제동
,인왕산현대,2000,,,,"88,000",25,7,2020,,,84.9,10,460,N,,11410,,홍제동
,e편한세상신촌2단지,2018,,,,"137,000",8,7,2020,,,59.85,14,1013,N,,11410,,북아현동
,신촌럭키,1999,,,,"75,500",9,7,2020,,,59.7,9,144,N,,11410,,대현동
,신촌럭키,1999,,,,"72,500",11,7,2020,,,59.7,6,144,N,,11410,,대현동
,독립문극동(200-0),1998,,,,"95,000",6,7,2020,,,84.87,5,200,N,,11410,,현저동
,DMC센트럴아이파크,2018,,,,"99,500",25,8,2020,,,59.91,5,388,N,,11410,,남가좌동
,e편한세상신촌1단지,2018,,,,"148,200",4,8,2020,,,84.98,20,1013,N,,11410,,북아현동
,홍제원현대(459-0),2000,,,,"92,000",18,8,2020,,,114.72,2,459,N,,11410,,홍제동
,DMC래미안e편한세상,2012,,,,"100,000",31,8,2020,,,59.97,15,481,N,,11410,,북가좌동
,신촌푸르지오,2015,,,,"124,800",31,8,2020,,,59.88,4,1011,N,,11410,,북아현동
,피어리스,1987,,,,"69,500",1,8,2020,,,84.24,14,222,N,,11410,,충정로3가
,두산,1997,,,,"49,000",29,8,2020,,,59.73,11,456,N,,11410,,홍은동
,DMC에코자이,2019,,,,"104,000",25,8,2020,,,59.79,8,389,N,,11410,,남가좌동
,광산,1973,,,,"22,000",31,8,2020,,,52.53,2,157-68,N,,11410,,홍제동
,독립문극동(200-0),1998,,,,"82,000",29,8,2020,,,59.58,3,200,N,,11410,,현저동
,연희파크푸르지오,2018,,,,"84,800",1,9,2020,,,59.9835,13,747,N,,11410,,연희동
,신계,2003,,,,"40,000",22,9,2020,,,84.15,2,150-13,N,,11410,,홍은동
,한인트윈빌,2002,,,,"58,000",16,9,2020,,,84.62,5,717-29,N,,11410,,연희동
,늘푸른,2004,,,,"111,150",22,9,2020,,,84.95,4,123-73,N,,11410,,북아현동
,독립문극동(200-0),1998,,,,"107,500",28,9,2020,,,84.87,11,200,N,,11410,,현저동
,래미안남가좌2차,2005,,,,"94,000",29,9,2020,,,59.788,7,379,N,,11410,,남가좌동
,DMC래미안클라시스,2000,,,,"94,000",23,9,2020,,,114.88,1,377,N,,11410,,남가좌동
,임광,1999,,,,"67,000",26,9,2020,,,59.96,16,738,N,,11410,,연희동
,대우푸르지오,2002,,,,"87,000",28,9,2020,,,84.706,2,739,N,,11410,,연희동
,힐스테이트신촌,2020,,,,"128,000",25,9,2020,,,59.8404,9,1017,N,,11410,,북아현동
,동원베네스트,2012,,,,"66,300",20,10,2020,,,84.9386,8,463,N,,11410,,홍은동
,DMC두산위브,2007,,,,"87,000",31,10,2020,,,84.9623,8,459,N,,11410,,북가좌동
,신촌자이엘라,2014,,,,"27,000",27,10,2020,,,22.13,22,104-36,N,,11410,,대현동
,북가좌삼호,1996,,,,"68,500",21,10,2020,,,75.75,5,449,N,,11410,,북가좌동
,DMC한양,1987,,,,"48,000",8,10,2020,,,55.44,1,431,N,,11410,,북가좌동
,DMC래미안e편한세상,2012,,,,"100,000",27,10,2020,,,59.97,6,481,N,,11410,,북가좌동
,인왕산한신휴플러스,2009,,,,"89,500",31,10,2020,,,84.925,13,469,N,,11410,,홍제동
,중앙하이츠,2001,,,,"57,300",28,10,2020,,,84.79,2,342,N,,11410,,홍제동
,e편한세상신촌2단지,2018,,,,"161,800",31,10,2020,,,84.93,12,1013,N,,11410,,북아현동
,청구1차,1994,,,,"86,000",31,10,2020,,,84.78,7,453,N,,11410,,홍제동
,훼미리(1-70),2006,,,,"106,000",7,11,2020,,,79.85,3,1-70,N,,11410,,북아현동
,DMC센트럴아이파크,2018,,,,"121,000",25,11,2020,,,84.94,8,388,N,,11410,,남가좌동
,신촌럭키,1999,,,,"77,000",30,11,2020,,,59.7,5,144,N,,11410,,대현동
,연희아트빌,2001,,,,"58,500",25,11,2020,,,99.53,3,91-2,N,,11410,,연희동
,두산,1997,,,,"67,400",29,11,2020,,,84.84,5,456,N,,11410,,홍은동
,힐탑,2003,,,,"26,000",24,11,2020,,,71.79,4,346-7,N,,11410,,홍제동
,두산,1999,,,,"80,800",28,11,2020,,,59.96,9,1009,N,,11410,,북아현동
,천연뜨란채,2006,,,,"78,000",29,11,2020,,,56.02,11,145,N,,11410,,천연동
,천연뜨란채,2006,,,,"80,500",28,11,2020,,,57.78,15,145,N,,11410,,천연동
,DMC파크뷰자이2단지,2015,,,,"134,000",30,11,2020,,,84.968,8,385,N,,11410,,남가좌동
,홍제현대,1992,,,,"83,000",2,12,2020,,,119.32,1,331,N,,11410,,홍제동
,연희파크푸르지오,2018,,,,"104,500",19,12,2020,,,84.8,9,747,N,,11410,,연희동
,일진아이윌,2005,,,,"70,000",18,12,2020,,,84.794,10,218-16,N,,11410,,연희동
,래미안루센티아,2020,,,,"127,500",31,12,2020,,,84.95,12,390,N,,11410,,남가좌동
,DMC래미안e편한세상,2012,,,,"160,000",29,12,2020,,,153.86,18,481,N,,11410,,북가좌동
,신촌푸르지오,2015,,,,"159,000",26,12,2020,,,84.9559,18,1011,N,,11410,,북아현동
,경남(2차),1999,,,,"149,000",6,12,2020,,,134.9,7,118-9,N,,11410,,북아현동
,DMC파크뷰자이1단지,2015,,,,"169,000",31,12,2020,,,121.614,19,385,N,,11410,,남가좌동
,DMC래미안e편한세상,2012,,,,"134,800",29,12,2020,,,84.95,20,481,N,,11410,,북가좌동
,DMC래미안e편한세상,2012,,,,"130,000",27,12,2020,,,84.97,4,481,N,,11410,,북가좌동
,독립문삼호,1995,,,,"114,000",2,1,2021,,,114.63,3,100,N,,11410,,영천동
,DMC센트레빌,2009,,,,"110,000",23,1,2021,,,84.98,12,381,N,,11410,,남가좌동
,우공팰리스,2006,,,,"44,500",28,1,2021,,,69.07,6,446-316,N,,11410,,연희동
,홍연,1981,,,,"18,000",7,1,2021,,,44.36,2,708-4,N,,11410,,연희동
,북아현1차,2001,,,,"78,000",7,1,2021,,,100.1,1,187-14,N,,11410,,북아현동
,신일해피트리,2005,,,,"70,000",31,1,2021,,,84.98,1,455,N,,11410,,북가좌동
,DMC래미안e편한세상,2012,,,,"140,000",30,1,2021,,,84.95,11,481,N,,11410,,북가좌동
,건일팰리스,2004,,,,"55,000",31,1,2021,,,84.54,2,1-52,N,,11410,,북아현동
,남가좌동현대,1999,,,,"107,000",30,1,2021,,,114.9,8,376,N,,11410,,남가좌동
,천연뜨란채,2006,,,,"82,500",30,1,2021,,,55.82,5,145,N,,11410,,천연동
,래미안루센티아,2020,,,,"107,500",4,2,2021,,,59.98,13,390,N,,11410,,남가좌동
,"현대(1,2차)",1988,,,,"71,000",21,2,2021,,,77.49,12,202-5,N,,11410,,홍은동
,DMC래미안e편한세상,2012,,,,"124,000",15,2,2021,,,84.94,7,481,N,,11410,,북가좌동
,e편한세상신촌1단지,2018,,,,"150,000",26,2,2021,,,84.93,1,1013,N,,11410,,북아현동
,DMC파크뷰자이3단지,2015,,,,"109,000",27,2,2021,,,59.981,20,385,N,,11410,,남가좌동
,홍제삼성래미안,2001,,,,"81,500",24,2,2021,,,60,11,461,N,,11410,,홍제동
,"현대(1,2차)",1988,,,,"79,000",26,2,2021,,,84.77,7,202-5,N,,11410,,홍은동
,두산,1999,,,,"80,700",26,2,2021,,,59.96,2,1009,N,,11410,,북아현동
,DMC센트럴아이파크,2018,,,,"140,000",28,2,2021,,,84.97,14,388,N,,11410,,남가좌동
,남가좌동현대,1999,,,,"104,000",26,2,2021,,,114.9,4,376,N,,11410,,남가좌동
,광산,1973,,,,"34,450",25,3,2021,,,70.64,6,157-68,N,,11410,,홍제동
,신촌럭키,1999,,,,"87,700",20,3,2021,,,59.7,9,144,N,,11410,,대현동
,비버리힐,2005,,,,"73,000",28,3,2021,,,110.9,2,1-422,N,,11410,,북아현동
,대성,2002,,,,"34,700",27,3,2021,,,82.84,1,3-71,N,,11410,,북가좌동
,독립문삼호,1995,,,,"106,000",30,3,2021,,,84.78,5,100,N,,11410,,영천동
,남가좌동현대,1999,,,,"95,500",30,3,2021,,,73.65,19,376,N,,11410,,남가좌동
,풍림1차,1988,,,,"56,800",27,3,2021,,,56.61,11,440-3,N,,11410,,홍은동
,인왕산현대,2000,,,,"75,000",22,3,2021,,,59.93,1,460,N,,11410,,홍제동
,e편한세상신촌1단지,2018,,,,"152,500",27,3,2021,,,84.93,10,1013,N,,11410,,북아현동
,대경아르체,2018,,,,"31,500",28,3,2021,,,28.36,6,488,N,,11410,,북가좌동
,홍제삼성래미안,2001,,,,"54,000",16,4,2021,,,32.76,11,461,N,,11410,,홍제동
,조은2차,2004,,,,"120,000",19,4,2021,,,74.21,3,1-1836,N,,11410,,북아현동
,신계,2003,,,,"39,000",16,4,2021,,,84.15,2,150-13,N,,11410,,홍은동
,홍은동벽산,1997,,,,"82,000",7,4,2021,,,84.96,7,455,N,,11410,,홍은동
,DMC파크뷰자이1단지,2015,,,,"146,000",30,4,2021,,,84.968,9,385,N,,11410,,남가좌동
,서강1차(1동),1988,,,,"37,000",26,4,2021,,,71.53,5,186-22,N,,11410,,홍은동
,유원,1987,,,,"50,000",28,4,2021,,,64.26,1,22,N,,11410,,홍은동
,인왕산한신휴플러스,2009,,,,"92,000",28,4,2021,,,84.925,12,469,N,,11410,,홍제동
,백련,2004,,,,"36,000",23,4,2021,,,88.29,7,277-105,N,,11410,,홍은동
,e편한세상신촌3단지,2018,,,,"160,000",26,4,2021,,,84.93,8,1013,N,,11410,,북아현동
,홍제현대,1992,,,,"86,000",9,5,2021,,,75.15,14,331,N,,11410,,홍제동
,천연뜨란채,2006,,,,"88,800",10,5,2021,,,57.78,18,145,N,,11410,,천연동
,DMC래미안e편한세상,2012,,,,"109,500",31,5,2021,,,59.97,13,481,N,,11410,,북가좌동
,극동,1995,,,,"58,500",29,5,2021,,,84.92,11,454,N,,11410,,홍은동
,DMC래미안클라시스,2000,,,,"87,500",28,5,2021,,,59.93,8,377,N,,11410,,남가좌동
,피어리스,1987,,,,"68,000",26,5,2021,,,84.24,13,222,N,,11410,,충정로3가
,유원하나,1996,,,,"64,000",28,5,2021,,,82.35,8,454,N,,11410,,홍제동
,우리유앤미,2008,,,,"97,500",31,5,2021,,,84.73,11,466,N,,11410,,충정로3가
,유원하나,1996,,,,"58,000",26,5,2021,,,58.77,3,454,N,,11410,,홍제동
,대우푸르지오,2002,,,,"99,000",28,5,2021,,,84.706,13,739,N,,11410,,연희동
,북아현경남,1996,,,,"142,000",25,6,2021,,,84.84,3,1006,N,,11410,,북아현동
,풍림2,1990,,,,"62,000",19,6,2021,,,58.5,3,453-2,N,,11410,,홍은동
,북가좌삼호,1996,,,,"86,000",30,6,2021,,,75.75,16,449,N,,11410,,북가좌동
,화신,2004,,,,"133,000",30,6,2021,,,111.93,4,1-78,N,,11410,,북아현동
,두산,1999,,,,"87,000",30,6,2021,,,59.96,6,1009,N,,11410,,북아현동
,충우,2003,,,,"29,500",28,6,2021,,,50.7,7,105-16,N,,11410,,연희동
,홍은미성,1985,,,,"60,000",29,6,2021,,,83.61,3,186-1,N,,11410,,홍은동
,천연뜨란채,2006,,,,"84,000",26,6,2021,,,56.02,3,145,N,,11410,,천연동
,천연뜨란채,2006,,,,"83,000",26,6,2021,,,57.78,1,145,N,,11410,,천연동
,금호어울림,2016,,,,"101,000",27,6,2021,,,84.7861,5,471,N,,11410,,홍제동
,홍제한양,1993,,,,"78,000",29,7,2021,,,60.06,9,82,N,,11410,,홍제동
,신촌푸르지오,2015,,,,"169,000",17,7,2021,,,84.9572,15,1011,N,,11410,,북아현동
,래미안루센티아,2020,,,,"116,500",14,7,2021,,,59.98,11,390,N,,11410,,남가좌동
,유원하나,1996,,,,"55,500",13,7,2021,,,58.77,2,454,N,,11410,,홍제동
,DMC래미안클라시스,2000,,,,"90,000",31,7,2021,,,59.93,10,377,N,,11410,,남가좌동
,DMC래미안클라시스,2000,,,,"90,800",31,7,2021,,,59.59,17,377,N,,11410,,남가좌동
,인왕산현대,2000,,,,"110,000",31,7,2021,,,84.9,16,460,N,,11410,,홍제동
,DMC래미안e편한세상,2012,,,,"130,000",26,7,2021,,,84.95,12,481,N,,11410,,북가좌동
,홍제센트럴IPARK,2020,,,,"141,000",30,7,2021,,,84.9728,17,473,N,,11410,,홍제동
,DMC파크뷰자이1단지,2015,,,,"150,000",31,7,2021,,,84.971,8,385,N,,11410,,남가좌동
,홍제센트럴IPARK,2020,,,,"142,500",25,8,2021,,,84.9728,12,473,N,,11410,,홍제동
,인왕산현대,2000,,,,"85,500",11,8,2021,,,59.93,12,460,N,,11410,,홍제동
,두산,1999,,,,"93,500",31,8,2021,,,59.96,7,1009,N,,11410,,북아현동
,남가좌동현대,1999,,,,"83,000",27,8,2021,,,59.4,2,376,N,,11410,,남가좌동
,두산,1999,,,,"92,000",31,8,2021,,,59.96,18,1009,N,,11410,,북아현동
,홍은센트레빌,2009,,,,"116,000",28,8,2021,,,114.83,12,461,N,,11410,,홍은동
,DMC센트레빌,2009,,,,"94,500",28,8,2021,,,59.95,9,381,N,,11410,,남가좌동
,e편한세상신촌3단지,2018,,,,"178,000",28,8,2021,,,84.93,10,1013,N,,11410,,북아현동
,인왕,1968,,,,"58,000",27,8,2021,,,70.68,4,104-1,N,,11410,,홍제동
,남가좌동현대,1999,,,,"82,000",30,8,2021,,,59.4,3,376,N,,11410,,남가좌동
,홍제원현대(459-0),2000,,,,"82,000",3,9,2021,,,59.93,1,459,N,,11410,,홍제동
,풍림1차,1988,,,,"60,000",26,9,2021,,,56.61,9,440-3,N,,11410,,홍은동
,DMC휴먼빌아파트,2008,,,,"107,500",27,9,2021,,,114.53,7,456,N,,11410,,북가좌동
,홍은동풍림아이원,2002,,,,"84,700",29,9,2021,,,116.101,4,460,N,,11410,,홍은동
,홍제원현대(459-0),2000,,,,"103,500",27,9,2021,,,84.9,2,459,N,,11410,,홍제동
,홍제센트럴IPARK,2020,,,,"130,000",30,9,2021,,,84.9728,4,473,N,,11410,,홍제동
,DMC센트럴아이파크,2018,,,,"115,500",25,9,2021,,,59.91,4,388,N,,11410,,남가좌동
,독립문삼호,1995,,,,"119,700",23,9,2021,,,84.78,8,100,N,,11410,,영천동
